claim_id,rank,language,file_path,section,claim_type,current_text,suggested_source,status,notes
G00284,4th-kyu,base,src/data/graduations/4th-kyu.json,knowledge,terminology-knowledge,Morote waza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00285,4th-kyu,base,src/data/graduations/4th-kyu.json,history,history,"Sensei Chojun Miyagi created Gekisai Dai Ichi, Gekisai Dai Ni, Tensho kata, junbi undo and zenshin kotai Sanchin",Compare with history sources and lineage-specific source material.,not reviewed,
G00286,4th-kyu,base,src/data/graduations/4th-kyu.json,history,history,"Sensei Chojun Miyagi created Gekisai Dai Ichi, Gekisai Dai Ni in 1940's to promote karate to the younger generation",Compare with history sources and lineage-specific source material.,not reviewed,
G00287,4th-kyu,base,src/data/graduations/4th-kyu.json,history,history,"Sensei Chojun Miyagi named his martial art ""Goju-Ryu"" from one of eight martial arts principals (poems) from Bubishi",Compare with history sources and lineage-specific source material.,not reviewed,
G00288,4th-kyu,base,src/data/graduations/4th-kyu.json,history,history,"Sensei Kanryo Higaonna went to Fuzou, China to learn martial arts when he was about 15 years old",Compare with history sources and lineage-specific source material.,not reviewed,
G00289,4th-kyu,base,src/data/graduations/4th-kyu.json,history,history,"Sensei Chojun Miyagi and Sensei Kanryo Higaonna were called ""bushi (superb martial artist)"" in Okinawan society",Compare with history sources and lineage-specific source material.,not reviewed,
G00290,4th-kyu,base,src/data/graduations/4th-kyu.json,history,history,"Kobudo was developed for the same reason as karate, as weapons were banned",Compare with history sources and lineage-specific source material.,not reviewed,
G00291,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,title,grading-title,DE WEG NAAR 4E KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00292,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,requirements.classes,grading-requirement,classes: 40,Compare with official grading regulations and syllabus.,not reviewed,
G00293,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,requirements.months,grading-requirement,months: 3,Compare with official grading regulations and syllabus.,not reviewed,
G00294,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Shotei zuki (Handpalm stoot),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00295,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,"Shuto uchi (Voor- jodan, gedan)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00296,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Tobi mae geri (Springende voorwaartse trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00297,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Tachi Kata (Stances),grading-technique,Bensoku dachi (Kruisbeen houding),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00298,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Tachi Kata (Stances),grading-technique,Renoji dachi (Vinkje houding),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00299,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Jodan mawashi hiji ate, jodan uraken uchi, chudan ura zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00300,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Jodan shotei uchi, shuto uchi",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00301,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kata,grading-technique,Seiyunchin (Reeks),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00302,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Bunkai,grading-technique,Gekisai Dai Ichi renzoku bunkai,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00303,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie - Gekisai Dai Ichi #4 (Shuto uchi),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00304,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kumite,grading-technique,"Kakie – seiken zuki (Jodan, chudan, gedan)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00305,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie – jodan shoto uchi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00306,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie – chudan age hiji ate,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00307,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie – jodan mawashi hiji ate,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00308,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie – gedan kin geri,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00309,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kumite,grading-technique,Schouder conditioning,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00310,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Kumite,grading-technique,Rug conditioning,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00311,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Makiwara (Focus pad) – shotei zuki, shuto uchi, tobi mae geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00312,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Chiishi - draai & duw,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00313,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Chiishi - zwaai rond lichaam & pak op,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00314,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Nigiri game - Sanchin stap,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00315,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Junbi undo = Warming-up.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00316,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Hojo undo = Ondersteunende krachtoefeningen.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00317,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Makiwara = Stootplank.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00318,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Gyaku waza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00319,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Hazushi waza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00320,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Nage waza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00321,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Ne waza = Grondtechnieken,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00322,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Zanshin = Blijvende aandacht en alertheid ('blijvend hart').,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00323,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Morote,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00324,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,knowledge,terminology-knowledge,Morote waza,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00325,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,history,history,"Sensei Chojun Miyagi creëerde Gekisai Dai Ichi, Gekisai Dai Ni, Tensho kata, junbi undo en zenshin kotai Sanchin",Compare with history sources and lineage-specific source material.,not reviewed,
G00326,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,history,history,"Sensei Chojun Miyagi creëerde Gekisai Dai Ichi, Gekisai Dai Ni in de jaren 1940 om karate te promoten bij de jongere generatie",Compare with history sources and lineage-specific source material.,not reviewed,
G00327,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,history,history,"Sensei Chojun Miyagi noemde zijn martial art ""Goju-Ryu"" naar een van acht martial arts principes (gedichten) uit Bubishi",Compare with history sources and lineage-specific source material.,not reviewed,
G00328,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,history,history,"Sensei Kanryo Higaonna ging naar Fuzou, China om martial arts te leren toen hij ongeveer 15 jaar oud was",Compare with history sources and lineage-specific source material.,not reviewed,
G00329,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,history,history,"Sensei Chojun Miyagi en Sensei Kanryo Higaonna werden ""bushi (superbe martial artist)"" genoemd in de Okinawaanse samenleving",Compare with history sources and lineage-specific source material.,not reviewed,
G00330,4th-kyu,nl,src/data/graduations/4th-kyu.nl.json,history,history,"Kobudo werd ontwikkeld om dezelfde reden als karate, omdat wapens verboden waren",Compare with history sources and lineage-specific source material.,not reviewed,
G00331,5th-kyu,base,src/data/graduations/5th-kyu.json,title,grading-title,THE WAY TO 5TH KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00332,5th-kyu,base,src/data/graduations/5th-kyu.json,requirements.classes,grading-requirement,classes: 35,Compare with official grading regulations and syllabus.,not reviewed,
G00333,5th-kyu,base,src/data/graduations/5th-kyu.json,requirements.months,grading-requirement,months: 3,Compare with official grading regulations and syllabus.,not reviewed,
G00334,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Mawashi hiji ate (Roundhouse elbow strike),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00335,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Ushiro hiji ate (Back elbow strike),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00336,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Chudan uchi uke, haito uchi",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00337,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Gedan uchi uke, jodan tateken zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00338,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Neko ashi dachi, hiki uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00339,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Neko ashi dachi, hiki uke, mae ashi kin geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00340,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Neko ashi dachi, hiki uke, zenkutsu dachi, gyaku zuki, neko ashi dachi, hiki uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00341,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Kata,grading-technique,Saifa (Good kata),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00342,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Kata,grading-technique,Sanchin (Good form),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00343,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Bunkai,grading-technique,Saifa,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00344,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Kumite,grading-technique,"Basic block – sukui uke, kaishu gedan harai uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00345,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Kumite,grading-technique,Kakie – kote gaeshi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00346,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Kumite,grading-technique,Kakie – Gekisai Dai Ni hiki uke bunkai (Nodo tsukami),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00347,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Kumite,grading-technique,Thigh conditioning,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00348,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Kumite,grading-technique,Stomach conditioning,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00349,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Makiwara – mawashi hiji ate, ushiro hiji ate",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00350,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Chiishi – front & back/side to side,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00351,5th-kyu,base,src/data/graduations/5th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Neko undo,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00352,5th-kyu,base,src/data/graduations/5th-kyu.json,knowledge,terminology-knowledge,Dojo kun in Japanese and its meaning,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00353,5th-kyu,base,src/data/graduations/5th-kyu.json,knowledge,terminology-knowledge,Opening & closing ceremony in Japanese,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00354,5th-kyu,base,src/data/graduations/5th-kyu.json,knowledge,terminology-knowledge,Gasshuku = Training camp,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00355,5th-kyu,base,src/data/graduations/5th-kyu.json,knowledge,terminology-knowledge,Zenshin,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00356,5th-kyu,base,src/data/graduations/5th-kyu.json,knowledge,terminology-knowledge,Kotai,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00357,5th-kyu,base,src/data/graduations/5th-kyu.json,knowledge,terminology-knowledge,"Kyu = Rank (colored belts, below black belt)",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00358,5th-kyu,base,src/data/graduations/5th-kyu.json,knowledge,terminology-knowledge,Dan = Level (black belt ranks),Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00359,5th-kyu,base,src/data/graduations/5th-kyu.json,knowledge,terminology-knowledge,Ryu = Style,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00360,5th-kyu,base,src/data/graduations/5th-kyu.json,history,history,Your own lineage,Compare with history sources and lineage-specific source material.,not reviewed,
G00361,5th-kyu,base,src/data/graduations/5th-kyu.json,history,history,Sensei Anichi Miyagi started training karate under Sensei Chojun Miyagi after World War II,Compare with history sources and lineage-specific source material.,not reviewed,
G00362,5th-kyu,base,src/data/graduations/5th-kyu.json,history,history,"Sensei Shuichi Aragaki - Direct student of Sensei Chojun Miyagi, trained with Sensei Anichi Miyagi, IOGKF technical advisor",Compare with history sources and lineage-specific source material.,not reviewed,
G00363,5th-kyu,base,src/data/graduations/5th-kyu.json,history,history,"Three major Okinawan karate styles were Naha-Te, Shuri-Te, Tomari-Te",Compare with history sources and lineage-specific source material.,not reviewed,
G00364,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,title,grading-title,DE WEG NAAR 5E KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00365,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,requirements.classes,grading-requirement,classes: 35,Compare with official grading regulations and syllabus.,not reviewed,
G00366,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,requirements.months,grading-requirement,months: 3,Compare with official grading regulations and syllabus.,not reviewed,
G00367,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Mawashi hiji ate (Ronde elleboog slag),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00368,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Ushiro hiji ate (Achterwaartse elleboog slag),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00369,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Chudan uchi uke, haito uchi",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00370,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Gedan uchi uke, jodan tateken zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00371,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Neko ashi dachi, hiki uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00372,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Neko ashi dachi, hiki uke, mae ashi kin geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00373,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Neko ashi dachi, hiki uke, zenkutsu dachi, gyaku zuki, neko ashi dachi, hiki uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00374,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Kata,grading-technique,Saifa (Goede kata),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00375,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Kata,grading-technique,Sanchin (Goede vorm),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00376,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Bunkai,grading-technique,Saifa,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00377,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Kumite,grading-technique,"Basis blok – sukui uke, kaishu gedan harai uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00378,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie – kote gaeshi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00379,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Kumite,grading-technique,Kakie – Gekisai Dai Ni hiki uke bunkai (Nodo tsukami),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00380,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Kumite,grading-technique,Dij conditioning,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00381,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Kumite,grading-technique,Buik conditioning,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00382,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Makiwara – mawashi hiji ate, ushiro hiji ate",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00383,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Chiishi – voor & achter/zij aan zij,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00384,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Neko undo,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00385,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,knowledge,terminology-knowledge,Dojo kun in het Japans en zijn betekenis,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00386,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,knowledge,terminology-knowledge,Opening & sluiting ceremonie in het Japans,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00387,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,knowledge,terminology-knowledge,Gasshuku = Trainingskamp.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00388,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,knowledge,terminology-knowledge,Zenshin,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00389,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,knowledge,terminology-knowledge,Kotai,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00390,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,knowledge,terminology-knowledge,"Kyu = Rang (gekleurde banden, onder zwarte band)",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00391,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,knowledge,terminology-knowledge,Dan = Niveau (zwarte band rangen),Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00392,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,knowledge,terminology-knowledge,Ryu = Stijl.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00393,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,history,history,Je eigen afstamming,Compare with history sources and lineage-specific source material.,not reviewed,
G00394,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,history,history,Sensei Anichi Miyagi begon karate te trainen onder Sensei Chojun Miyagi na de Tweede Wereldoorlog,Compare with history sources and lineage-specific source material.,not reviewed,
G00395,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,history,history,"Sensei Shuichi Aragaki - Directe student van Sensei Chojun Miyagi, trainde met Sensei Anichi Miyagi, IOGKF technisch adviseur",Compare with history sources and lineage-specific source material.,not reviewed,
G00396,5th-kyu,nl,src/data/graduations/5th-kyu.nl.json,history,history,"Drie grote Okinawaanse karate stijlen waren Naha-Te, Shuri-Te, Tomari-Te",Compare with history sources and lineage-specific source material.,not reviewed,
G00397,6th-kyu,base,src/data/graduations/6th-kyu.json,title,grading-title,THE WAY TO 6TH KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00398,6th-kyu,base,src/data/graduations/6th-kyu.json,requirements.classes,grading-requirement,classes: 35,Compare with official grading regulations and syllabus.,not reviewed,
G00399,6th-kyu,base,src/data/graduations/6th-kyu.json,requirements.months,grading-requirement,months: 3,Compare with official grading regulations and syllabus.,not reviewed,
G00400,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Tateken zuki (Vertical fist punch),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00401,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Haito uchi (Ridge hand strike),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00402,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Ushiro geri (Back kick),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00403,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Sukui uke (Scooping block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00404,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Kaishu gedan harai uke (Open hand lower level sweeping block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00405,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Tachi Kata (Stances),grading-technique,Sagi ashi dachi (Stork stance),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00406,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,Sagi ashi dachi (Side step),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00407,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Mae geri, mawashi geri, yoko geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00408,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Chudan uchi uke, jodan age zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00409,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Gedan uchi uke, chudan ura zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00410,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Yoko geri (Hachiji dachi, side step)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00411,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Shiko dachi gedan harai uke, zenkutsu dachi chudan gyaku zuki, shiko dachi gedan harai uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00412,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kata,grading-technique,Saifa (Sequence),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00413,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Bunkai,grading-technique,Gekisai Dai Ni,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00414,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kumite,grading-technique,"Basic block – chudan uchi uke, gedan uchi uke, jodan shotei uchi uke",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00415,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kumite,grading-technique,Ude tanren combination,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00416,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kumite,grading-technique,"Hachiji sabaki (Chudan uchi uke, gedan uchi uke)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00417,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kumite,grading-technique,Kakie with suri ashi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00418,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kumite,grading-technique,Kakie with balance breaking techniques,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00419,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Kumite,grading-technique,Irikumi ju,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00420,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Makiwara – tateken zuki, haito uchi, ushiro geri",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00421,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Ten tsuki (Single hand, double hands)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00422,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Furi sute,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00423,6th-kyu,base,src/data/graduations/6th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Ukemi (Yoko, mae, kaiten)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00424,6th-kyu,base,src/data/graduations/6th-kyu.json,knowledge,terminology-knowledge,Kime = Focus,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
